,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
1936,sync device,sync,130,True,True,False,"{119: 1, 91: 3, 112: 1, 33: 1, 32: 2, 73: 1, 15: 2, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 3, 25: 1, 44: 1, 76: 2, 34: 3, 39: 2, 109: 1, 12: 1, 55: 3, 20: 1, 65: 2, 42: 4, 14: 1, 7: 1, 127: 2, 5: 1, 117: 1, 126: 3, 100: 1, 86: 1, 87: 1, 11: 2, 103: 2, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 2, 54: 1, 90: 1, 142: 3, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1, 107: 1, 94: 1, 53: 1, 140: 1, 99: 1, 6: 1, 132: 1, 17: 2, 28: 1, 81: 1, 111: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339, 1850, 13918, 4561, 864, 6746, 7195, 1007, 3936, 1121, 12792, 10596, 11628, 4541, 15034, 5744, 186, 12660, 2842, 3553, 5304, 695, 13446, 10828, 256, 2478]",1936,100,0,False
4219,how old are you,how old,99,True,True,False,"{119: 1, 91: 3, 112: 1, 33: 1, 32: 2, 73: 1, 15: 2, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 3, 25: 1, 44: 1, 76: 2, 34: 3, 39: 2, 109: 1, 12: 1, 55: 3, 20: 1, 65: 2, 42: 4, 14: 1, 7: 1, 127: 2, 5: 1, 117: 1, 126: 3, 100: 1, 86: 1, 87: 1, 11: 2, 103: 2, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 2, 54: 1, 90: 1, 142: 3, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1, 107: 1, 94: 1, 53: 1, 140: 1, 99: 1, 6: 1, 132: 1, 17: 2, 28: 1, 81: 1, 111: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339, 1850, 13918, 4561, 864, 6746, 7195, 1007, 3936, 1121, 12792, 10596, 11628, 4541, 15034, 5744, 186, 12660, 2842, 3553, 5304, 695, 13446, 10828, 256, 2478]",4219,100,0,False
2016,food last,food,54,True,True,False,"{119: 1, 91: 3, 112: 1, 33: 1, 32: 2, 73: 1, 15: 2, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 3, 25: 1, 44: 1, 76: 2, 34: 3, 39: 2, 109: 1, 12: 1, 55: 3, 20: 1, 65: 2, 42: 4, 14: 1, 7: 1, 127: 2, 5: 1, 117: 1, 126: 3, 100: 1, 86: 1, 87: 1, 11: 2, 103: 2, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 2, 54: 1, 90: 1, 142: 3, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1, 107: 1, 94: 1, 53: 1, 140: 1, 99: 1, 6: 1, 132: 1, 17: 2, 28: 1, 81: 1, 111: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339, 1850, 13918, 4561, 864, 6746, 7195, 1007, 3936, 1121, 12792, 10596, 11628, 4541, 15034, 5744, 186, 12660, 2842, 3553, 5304, 695, 13446, 10828, 256, 2478]",2016,100,0,False
1010,next song,next song,118,True,True,True,"{119: 1, 91: 3, 112: 1, 33: 1, 32: 2, 73: 1, 15: 2, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 3, 25: 1, 44: 1, 76: 2, 34: 3, 39: 2, 109: 1, 12: 1, 55: 3, 20: 1, 65: 2, 42: 4, 14: 1, 7: 1, 127: 2, 5: 1, 117: 1, 126: 3, 100: 1, 86: 1, 87: 1, 11: 2, 103: 2, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 2, 54: 1, 90: 1, 142: 3, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1, 107: 1, 94: 1, 53: 1, 140: 1, 99: 1, 6: 1, 132: 1, 17: 2, 28: 1, 81: 1, 111: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339, 1850, 13918, 4561, 864, 6746, 7195, 1007, 3936, 1121, 12792, 10596, 11628, 4541, 15034, 5744, 186, 12660, 2842, 3553, 5304, 695, 13446, 10828, 256, 2478]",1010,100,0,False
2185,make call,make,25,True,True,False,"{119: 1, 91: 3, 112: 1, 33: 1, 32: 2, 73: 1, 15: 2, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 3, 25: 1, 44: 1, 76: 2, 34: 3, 39: 2, 109: 1, 12: 1, 55: 3, 20: 1, 65: 2, 42: 4, 14: 1, 7: 1, 127: 2, 5: 1, 117: 1, 126: 3, 100: 1, 86: 1, 87: 1, 11: 2, 103: 2, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 2, 54: 1, 90: 1, 142: 3, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1, 107: 1, 94: 1, 53: 1, 140: 1, 99: 1, 6: 1, 132: 1, 17: 2, 28: 1, 81: 1, 111: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339, 1850, 13918, 4561, 864, 6746, 7195, 1007, 3936, 1121, 12792, 10596, 11628, 4541, 15034, 5744, 186, 12660, 2842, 3553, 5304, 695, 13446, 10828, 256, 2478]",2185,100,0,False
1554,change speed,change speed,119,True,True,True,"{119: 1, 91: 3, 112: 1, 33: 1, 32: 2, 73: 1, 15: 2, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 3, 25: 1, 44: 1, 76: 2, 34: 3, 39: 2, 109: 1, 12: 1, 55: 3, 20: 1, 65: 2, 42: 4, 14: 1, 7: 1, 127: 2, 5: 1, 117: 1, 126: 3, 100: 1, 86: 1, 87: 1, 11: 2, 103: 2, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 2, 54: 1, 90: 1, 142: 3, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1, 107: 1, 94: 1, 53: 1, 140: 1, 99: 1, 6: 1, 132: 1, 17: 2, 28: 1, 81: 1, 111: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339, 1850, 13918, 4561, 864, 6746, 7195, 1007, 3936, 1121, 12792, 10596, 11628, 4541, 15034, 5744, 186, 12660, 2842, 3553, 5304, 695, 13446, 10828, 256, 2478]",1554,100,0,False
947,user name,user,11,True,True,False,"{119: 1, 91: 3, 112: 1, 33: 1, 32: 2, 73: 1, 15: 2, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 3, 25: 1, 44: 1, 76: 2, 34: 3, 39: 2, 109: 1, 12: 1, 55: 3, 20: 1, 65: 2, 42: 4, 14: 1, 7: 1, 127: 2, 5: 1, 117: 1, 126: 3, 100: 1, 86: 1, 87: 1, 11: 2, 103: 2, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 2, 54: 1, 90: 1, 142: 3, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1, 107: 1, 94: 1, 53: 1, 140: 1, 99: 1, 6: 1, 132: 1, 17: 2, 28: 1, 81: 1, 111: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339, 1850, 13918, 4561, 864, 6746, 7195, 1007, 3936, 1121, 12792, 10596, 11628, 4541, 15034, 5744, 186, 12660, 2842, 3553, 5304, 695, 13446, 10828, 256, 2478]",947,100,0,False
3802,shopping list,shopping list,43,False,True,False,"{119: 1, 91: 3, 112: 1, 33: 1, 32: 2, 73: 1, 15: 2, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 3, 25: 1, 44: 1, 76: 2, 34: 3, 39: 2, 109: 1, 12: 1, 55: 3, 20: 1, 65: 2, 42: 4, 14: 1, 7: 1, 127: 2, 5: 1, 117: 1, 126: 3, 100: 1, 86: 1, 87: 1, 11: 2, 103: 2, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 2, 54: 1, 90: 1, 142: 3, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1, 107: 1, 94: 1, 53: 1, 140: 1, 99: 1, 6: 1, 132: 1, 17: 2, 28: 1, 81: 1, 111: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339, 1850, 13918, 4561, 864, 6746, 7195, 1007, 3936, 1121, 12792, 10596, 11628, 4541, 15034, 5744, 186, 12660, 2842, 3553, 5304, 695, 13446, 10828, 256, 2478]",3802,100,0,False
3572,reset settings,reset,88,False,True,False,"{119: 1, 91: 3, 112: 1, 33: 1, 32: 2, 73: 1, 15: 2, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 3, 25: 1, 44: 1, 76: 2, 34: 3, 39: 2, 109: 1, 12: 1, 55: 3, 20: 1, 65: 2, 42: 4, 14: 1, 7: 1, 127: 2, 5: 1, 117: 1, 126: 3, 100: 1, 86: 1, 87: 1, 11: 2, 103: 2, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 2, 54: 1, 90: 1, 142: 3, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1, 107: 1, 94: 1, 53: 1, 140: 1, 99: 1, 6: 1, 132: 1, 17: 2, 28: 1, 81: 1, 111: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339, 1850, 13918, 4561, 864, 6746, 7195, 1007, 3936, 1121, 12792, 10596, 11628, 4541, 15034, 5744, 186, 12660, 2842, 3553, 5304, 695, 13446, 10828, 256, 2478]",3572,100,0,False
1494,todo list update,todo list update,65,True,True,True,"{119: 1, 91: 3, 112: 1, 33: 1, 32: 2, 73: 1, 15: 2, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 3, 25: 1, 44: 1, 76: 2, 34: 3, 39: 2, 109: 1, 12: 1, 55: 3, 20: 1, 65: 2, 42: 4, 14: 1, 7: 1, 127: 2, 5: 1, 117: 1, 126: 3, 100: 1, 86: 1, 87: 1, 11: 2, 103: 2, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 2, 54: 1, 90: 1, 142: 3, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1, 107: 1, 94: 1, 53: 1, 140: 1, 99: 1, 6: 1, 132: 1, 17: 2, 28: 1, 81: 1, 111: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339, 1850, 13918, 4561, 864, 6746, 7195, 1007, 3936, 1121, 12792, 10596, 11628, 4541, 15034, 5744, 186, 12660, 2842, 3553, 5304, 695, 13446, 10828, 256, 2478]",1494,100,0,False
