,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
1936,sync device,sync,130,True,True,False,"{0: 2, 48: 2, 66: 1, 118: 1, 96: 1, 88: 1, 45: 1, 22: 2, 59: 2, 18: 1, 50: 1, 57: 1, 54: 1, 130: 1, 138: 1, 106: 1, 46: 1, 119: 1, 86: 2, 15: 2, 28: 1, 9: 1, 2: 1, 90: 1, 97: 1, 69: 1, 49: 2, 145: 1, 140: 1, 72: 1, 89: 2, 36: 1, 37: 2, 139: 1, 62: 2, 6: 1, 108: 3, 85: 1, 101: 1, 95: 1, 43: 1, 53: 1, 27: 1, 136: 2, 121: 2, 116: 1, 128: 1, 67: 1, 30: 1, 5: 2, 29: 2, 110: 1, 33: 1, 42: 1, 13: 1, 122: 1, 148: 1, 7: 1, 91: 1}","[8901, 14326, 11373, 13419, 11499, 6823, 6673, 8159, 2236, 1456, 1229, 8632, 8313, 764, 4531, 10619, 3649, 13066, 6787, 14688, 7119, 12573, 8498, 681, 14553, 4964, 8091, 1022, 11929, 1557, 3302, 4737, 13105, 14490, 11563, 14718, 3504, 2498, 1014, 684, 8285, 3603, 3991, 14064, 864, 14257, 3972, 10774, 2349, 10600, 9257, 12780, 8299, 15127, 11879, 14799, 10728, 14650, 12221, 5287, 12748, 12215, 10602, 4536, 9595, 7191, 10490, 3263, 8466, 5853, 3566, 8565, 2180, 6921, 8373]",1936,75,5,False
4219,tell joke,how old,99,False,False,False,"{0: 2, 48: 2, 66: 1, 118: 1, 96: 1, 88: 1, 45: 1, 22: 2, 59: 2, 18: 1, 50: 1, 57: 1, 54: 1, 130: 1, 138: 1, 106: 1, 46: 1, 119: 1, 86: 2, 15: 2, 28: 1, 9: 1, 2: 1, 90: 1, 97: 1, 69: 1, 49: 2, 145: 1, 140: 1, 72: 1, 89: 2, 36: 1, 37: 2, 139: 1, 62: 2, 6: 1, 108: 3, 85: 1, 101: 1, 95: 1, 43: 1, 53: 1, 27: 1, 136: 2, 121: 2, 116: 1, 128: 1, 67: 1, 30: 1, 5: 2, 29: 2, 110: 1, 33: 1, 42: 1, 13: 1, 122: 1, 148: 1, 7: 1, 91: 1}","[8901, 14326, 11373, 13419, 11499, 6823, 6673, 8159, 2236, 1456, 1229, 8632, 8313, 764, 4531, 10619, 3649, 13066, 6787, 14688, 7119, 12573, 8498, 681, 14553, 4964, 8091, 1022, 11929, 1557, 3302, 4737, 13105, 14490, 11563, 14718, 3504, 2498, 1014, 684, 8285, 3603, 3991, 14064, 864, 14257, 3972, 10774, 2349, 10600, 9257, 12780, 8299, 15127, 11879, 14799, 10728, 14650, 12221, 5287, 12748, 12215, 10602, 4536, 9595, 7191, 10490, 3263, 8466, 5853, 3566, 8565, 2180, 6921, 8373]",4219,75,5,False
2016,expiration date,food,54,True,False,False,"{0: 2, 48: 2, 66: 1, 118: 1, 96: 1, 88: 1, 45: 1, 22: 2, 59: 2, 18: 1, 50: 1, 57: 1, 54: 1, 130: 1, 138: 1, 106: 1, 46: 1, 119: 1, 86: 2, 15: 2, 28: 1, 9: 1, 2: 1, 90: 1, 97: 1, 69: 1, 49: 2, 145: 1, 140: 1, 72: 1, 89: 2, 36: 1, 37: 2, 139: 1, 62: 2, 6: 1, 108: 3, 85: 1, 101: 1, 95: 1, 43: 1, 53: 1, 27: 1, 136: 2, 121: 2, 116: 1, 128: 1, 67: 1, 30: 1, 5: 2, 29: 2, 110: 1, 33: 1, 42: 1, 13: 1, 122: 1, 148: 1, 7: 1, 91: 1}","[8901, 14326, 11373, 13419, 11499, 6823, 6673, 8159, 2236, 1456, 1229, 8632, 8313, 764, 4531, 10619, 3649, 13066, 6787, 14688, 7119, 12573, 8498, 681, 14553, 4964, 8091, 1022, 11929, 1557, 3302, 4737, 13105, 14490, 11563, 14718, 3504, 2498, 1014, 684, 8285, 3603, 3991, 14064, 864, 14257, 3972, 10774, 2349, 10600, 9257, 12780, 8299, 15127, 11879, 14799, 10728, 14650, 12221, 5287, 12748, 12215, 10602, 4536, 9595, 7191, 10490, 3263, 8466, 5853, 3566, 8565, 2180, 6921, 8373]",2016,75,5,False
1010,next song,next song,118,True,True,True,"{0: 2, 48: 2, 66: 1, 118: 1, 96: 1, 88: 1, 45: 1, 22: 2, 59: 2, 18: 1, 50: 1, 57: 1, 54: 1, 130: 1, 138: 1, 106: 1, 46: 1, 119: 1, 86: 2, 15: 2, 28: 1, 9: 1, 2: 1, 90: 1, 97: 1, 69: 1, 49: 2, 145: 1, 140: 1, 72: 1, 89: 2, 36: 1, 37: 2, 139: 1, 62: 2, 6: 1, 108: 3, 85: 1, 101: 1, 95: 1, 43: 1, 53: 1, 27: 1, 136: 2, 121: 2, 116: 1, 128: 1, 67: 1, 30: 1, 5: 2, 29: 2, 110: 1, 33: 1, 42: 1, 13: 1, 122: 1, 148: 1, 7: 1, 91: 1}","[8901, 14326, 11373, 13419, 11499, 6823, 6673, 8159, 2236, 1456, 1229, 8632, 8313, 764, 4531, 10619, 3649, 13066, 6787, 14688, 7119, 12573, 8498, 681, 14553, 4964, 8091, 1022, 11929, 1557, 3302, 4737, 13105, 14490, 11563, 14718, 3504, 2498, 1014, 684, 8285, 3603, 3991, 14064, 864, 14257, 3972, 10774, 2349, 10600, 9257, 12780, 8299, 15127, 11879, 14799, 10728, 14650, 12221, 5287, 12748, 12215, 10602, 4536, 9595, 7191, 10490, 3263, 8466, 5853, 3566, 8565, 2180, 6921, 8373]",1010,75,5,False
2185,make call,make,25,False,True,False,"{0: 2, 48: 2, 66: 1, 118: 1, 96: 1, 88: 1, 45: 1, 22: 2, 59: 2, 18: 1, 50: 1, 57: 1, 54: 1, 130: 1, 138: 1, 106: 1, 46: 1, 119: 1, 86: 2, 15: 2, 28: 1, 9: 1, 2: 1, 90: 1, 97: 1, 69: 1, 49: 2, 145: 1, 140: 1, 72: 1, 89: 2, 36: 1, 37: 2, 139: 1, 62: 2, 6: 1, 108: 3, 85: 1, 101: 1, 95: 1, 43: 1, 53: 1, 27: 1, 136: 2, 121: 2, 116: 1, 128: 1, 67: 1, 30: 1, 5: 2, 29: 2, 110: 1, 33: 1, 42: 1, 13: 1, 122: 1, 148: 1, 7: 1, 91: 1}","[8901, 14326, 11373, 13419, 11499, 6823, 6673, 8159, 2236, 1456, 1229, 8632, 8313, 764, 4531, 10619, 3649, 13066, 6787, 14688, 7119, 12573, 8498, 681, 14553, 4964, 8091, 1022, 11929, 1557, 3302, 4737, 13105, 14490, 11563, 14718, 3504, 2498, 1014, 684, 8285, 3603, 3991, 14064, 864, 14257, 3972, 10774, 2349, 10600, 9257, 12780, 8299, 15127, 11879, 14799, 10728, 14650, 12221, 5287, 12748, 12215, 10602, 4536, 9595, 7191, 10490, 3263, 8466, 5853, 3566, 8565, 2180, 6921, 8373]",2185,75,5,False
1554,change speed,change speed,119,True,True,True,"{0: 2, 48: 2, 66: 1, 118: 1, 96: 1, 88: 1, 45: 1, 22: 2, 59: 2, 18: 1, 50: 1, 57: 1, 54: 1, 130: 1, 138: 1, 106: 1, 46: 1, 119: 1, 86: 2, 15: 2, 28: 1, 9: 1, 2: 1, 90: 1, 97: 1, 69: 1, 49: 2, 145: 1, 140: 1, 72: 1, 89: 2, 36: 1, 37: 2, 139: 1, 62: 2, 6: 1, 108: 3, 85: 1, 101: 1, 95: 1, 43: 1, 53: 1, 27: 1, 136: 2, 121: 2, 116: 1, 128: 1, 67: 1, 30: 1, 5: 2, 29: 2, 110: 1, 33: 1, 42: 1, 13: 1, 122: 1, 148: 1, 7: 1, 91: 1}","[8901, 14326, 11373, 13419, 11499, 6823, 6673, 8159, 2236, 1456, 1229, 8632, 8313, 764, 4531, 10619, 3649, 13066, 6787, 14688, 7119, 12573, 8498, 681, 14553, 4964, 8091, 1022, 11929, 1557, 3302, 4737, 13105, 14490, 11563, 14718, 3504, 2498, 1014, 684, 8285, 3603, 3991, 14064, 864, 14257, 3972, 10774, 2349, 10600, 9257, 12780, 8299, 15127, 11879, 14799, 10728, 14650, 12221, 5287, 12748, 12215, 10602, 4536, 9595, 7191, 10490, 3263, 8466, 5853, 3566, 8565, 2180, 6921, 8373]",1554,75,5,False
947,what is your name,user,11,False,False,False,"{0: 2, 48: 2, 66: 1, 118: 1, 96: 1, 88: 1, 45: 1, 22: 2, 59: 2, 18: 1, 50: 1, 57: 1, 54: 1, 130: 1, 138: 1, 106: 1, 46: 1, 119: 1, 86: 2, 15: 2, 28: 1, 9: 1, 2: 1, 90: 1, 97: 1, 69: 1, 49: 2, 145: 1, 140: 1, 72: 1, 89: 2, 36: 1, 37: 2, 139: 1, 62: 2, 6: 1, 108: 3, 85: 1, 101: 1, 95: 1, 43: 1, 53: 1, 27: 1, 136: 2, 121: 2, 116: 1, 128: 1, 67: 1, 30: 1, 5: 2, 29: 2, 110: 1, 33: 1, 42: 1, 13: 1, 122: 1, 148: 1, 7: 1, 91: 1}","[8901, 14326, 11373, 13419, 11499, 6823, 6673, 8159, 2236, 1456, 1229, 8632, 8313, 764, 4531, 10619, 3649, 13066, 6787, 14688, 7119, 12573, 8498, 681, 14553, 4964, 8091, 1022, 11929, 1557, 3302, 4737, 13105, 14490, 11563, 14718, 3504, 2498, 1014, 684, 8285, 3603, 3991, 14064, 864, 14257, 3972, 10774, 2349, 10600, 9257, 12780, 8299, 15127, 11879, 14799, 10728, 14650, 12221, 5287, 12748, 12215, 10602, 4536, 9595, 7191, 10490, 3263, 8466, 5853, 3566, 8565, 2180, 6921, 8373]",947,75,5,False
3802,shopping list,shopping list,43,True,True,True,"{0: 2, 48: 2, 66: 1, 118: 1, 96: 1, 88: 1, 45: 1, 22: 2, 59: 2, 18: 1, 50: 1, 57: 1, 54: 1, 130: 1, 138: 1, 106: 1, 46: 1, 119: 1, 86: 2, 15: 2, 28: 1, 9: 1, 2: 1, 90: 1, 97: 1, 69: 1, 49: 2, 145: 1, 140: 1, 72: 1, 89: 2, 36: 1, 37: 2, 139: 1, 62: 2, 6: 1, 108: 3, 85: 1, 101: 1, 95: 1, 43: 1, 53: 1, 27: 1, 136: 2, 121: 2, 116: 1, 128: 1, 67: 1, 30: 1, 5: 2, 29: 2, 110: 1, 33: 1, 42: 1, 13: 1, 122: 1, 148: 1, 7: 1, 91: 1}","[8901, 14326, 11373, 13419, 11499, 6823, 6673, 8159, 2236, 1456, 1229, 8632, 8313, 764, 4531, 10619, 3649, 13066, 6787, 14688, 7119, 12573, 8498, 681, 14553, 4964, 8091, 1022, 11929, 1557, 3302, 4737, 13105, 14490, 11563, 14718, 3504, 2498, 1014, 684, 8285, 3603, 3991, 14064, 864, 14257, 3972, 10774, 2349, 10600, 9257, 12780, 8299, 15127, 11879, 14799, 10728, 14650, 12221, 5287, 12748, 12215, 10602, 4536, 9595, 7191, 10490, 3263, 8466, 5853, 3566, 8565, 2180, 6921, 8373]",3802,75,5,False
3572,reset settings,reset,88,True,True,False,"{0: 2, 48: 2, 66: 1, 118: 1, 96: 1, 88: 1, 45: 1, 22: 2, 59: 2, 18: 1, 50: 1, 57: 1, 54: 1, 130: 1, 138: 1, 106: 1, 46: 1, 119: 1, 86: 2, 15: 2, 28: 1, 9: 1, 2: 1, 90: 1, 97: 1, 69: 1, 49: 2, 145: 1, 140: 1, 72: 1, 89: 2, 36: 1, 37: 2, 139: 1, 62: 2, 6: 1, 108: 3, 85: 1, 101: 1, 95: 1, 43: 1, 53: 1, 27: 1, 136: 2, 121: 2, 116: 1, 128: 1, 67: 1, 30: 1, 5: 2, 29: 2, 110: 1, 33: 1, 42: 1, 13: 1, 122: 1, 148: 1, 7: 1, 91: 1}","[8901, 14326, 11373, 13419, 11499, 6823, 6673, 8159, 2236, 1456, 1229, 8632, 8313, 764, 4531, 10619, 3649, 13066, 6787, 14688, 7119, 12573, 8498, 681, 14553, 4964, 8091, 1022, 11929, 1557, 3302, 4737, 13105, 14490, 11563, 14718, 3504, 2498, 1014, 684, 8285, 3603, 3991, 14064, 864, 14257, 3972, 10774, 2349, 10600, 9257, 12780, 8299, 15127, 11879, 14799, 10728, 14650, 12221, 5287, 12748, 12215, 10602, 4536, 9595, 7191, 10490, 3263, 8466, 5853, 3566, 8565, 2180, 6921, 8373]",3572,75,5,False
1494,todo list,todo list update,65,False,False,True,"{0: 2, 48: 2, 66: 1, 118: 1, 96: 1, 88: 1, 45: 1, 22: 2, 59: 2, 18: 1, 50: 1, 57: 1, 54: 1, 130: 1, 138: 1, 106: 1, 46: 1, 119: 1, 86: 2, 15: 2, 28: 1, 9: 1, 2: 1, 90: 1, 97: 1, 69: 1, 49: 2, 145: 1, 140: 1, 72: 1, 89: 2, 36: 1, 37: 2, 139: 1, 62: 2, 6: 1, 108: 3, 85: 1, 101: 1, 95: 1, 43: 1, 53: 1, 27: 1, 136: 2, 121: 2, 116: 1, 128: 1, 67: 1, 30: 1, 5: 2, 29: 2, 110: 1, 33: 1, 42: 1, 13: 1, 122: 1, 148: 1, 7: 1, 91: 1}","[8901, 14326, 11373, 13419, 11499, 6823, 6673, 8159, 2236, 1456, 1229, 8632, 8313, 764, 4531, 10619, 3649, 13066, 6787, 14688, 7119, 12573, 8498, 681, 14553, 4964, 8091, 1022, 11929, 1557, 3302, 4737, 13105, 14490, 11563, 14718, 3504, 2498, 1014, 684, 8285, 3603, 3991, 14064, 864, 14257, 3972, 10774, 2349, 10600, 9257, 12780, 8299, 15127, 11879, 14799, 10728, 14650, 12221, 5287, 12748, 12215, 10602, 4536, 9595, 7191, 10490, 3263, 8466, 5853, 3566, 8565, 2180, 6921, 8373]",1494,75,5,False
