,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
2782,pto request,how busy,102,False,False,False,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",2782,5,7,False,5
4050,card declined,exp,44,False,False,False,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",4050,5,7,False,5
3387,cancel,cancel,147,False,True,False,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",3387,5,7,False,5
4122,cancel,cancel res,67,False,False,False,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",4122,5,7,False,5
4317,food last,me,46,False,False,False,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",4317,5,7,False,5
2449,routing,routing,45,False,True,False,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",2449,5,7,False,5
5020,oos,o,42,True,True,False,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",5020,5,7,False,5
396,time,replacement,90,False,False,True,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",396,5,7,False,5
1307,repeat,repeat,13,False,True,False,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",1307,5,7,False,5
3802,shopping list,shopping list,43,False,True,False,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",3802,5,7,False,5
1860,car rental,schedule maintenance,131,False,False,False,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",1860,5,7,False,5
2767,where are you from,how busy,102,False,False,False,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",2767,5,7,False,5
2140,recipe,ingredient,134,False,False,False,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",2140,5,7,False,5
427,time,time,4,True,True,True,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",427,5,7,False,5
3982,calendar,calendar update,105,False,False,False,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",3982,5,7,False,5
509,flight status,flight,80,False,True,False,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",509,5,7,False,5
726,oos,restaurant res,23,False,False,False,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",726,5,7,False,5
1384,confirm reservation,yes,107,False,False,False,"{4: 1, 73: 1, 42: 1, 54: 1, 72: 1}","[14528, 15220, 13870, 10594, 3455]",1384,5,7,False,5
