,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
4790,bill due,o,42,True,False,False,"{119: 1, 91: 2, 112: 1, 33: 1, 32: 2, 73: 1, 15: 1, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 1, 25: 1, 44: 1, 76: 2, 34: 3, 39: 1, 109: 1, 12: 1, 55: 3, 20: 1, 65: 1, 42: 3, 14: 1, 7: 1, 127: 1, 5: 1, 117: 1, 126: 2, 100: 1, 86: 1, 87: 1, 11: 1, 103: 1, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 1, 54: 1, 90: 1, 142: 2, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339]",4790,75,0,False
2733,credit limit,credit limit,41,True,True,True,"{119: 1, 91: 2, 112: 1, 33: 1, 32: 2, 73: 1, 15: 1, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 1, 25: 1, 44: 1, 76: 2, 34: 3, 39: 1, 109: 1, 12: 1, 55: 3, 20: 1, 65: 1, 42: 3, 14: 1, 7: 1, 127: 1, 5: 1, 117: 1, 126: 2, 100: 1, 86: 1, 87: 1, 11: 1, 103: 1, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 1, 54: 1, 90: 1, 142: 2, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339]",2733,75,0,False
4412,traffic,traffic,24,True,True,True,"{119: 1, 91: 2, 112: 1, 33: 1, 32: 2, 73: 1, 15: 1, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 1, 25: 1, 44: 1, 76: 2, 34: 3, 39: 1, 109: 1, 12: 1, 55: 3, 20: 1, 65: 1, 42: 3, 14: 1, 7: 1, 127: 1, 5: 1, 117: 1, 126: 2, 100: 1, 86: 1, 87: 1, 11: 1, 103: 1, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 1, 54: 1, 90: 1, 142: 2, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339]",4412,75,0,False
5352,weather,o,42,True,False,True,"{119: 1, 91: 2, 112: 1, 33: 1, 32: 2, 73: 1, 15: 1, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 1, 25: 1, 44: 1, 76: 2, 34: 3, 39: 1, 109: 1, 12: 1, 55: 3, 20: 1, 65: 1, 42: 3, 14: 1, 7: 1, 127: 1, 5: 1, 117: 1, 126: 2, 100: 1, 86: 1, 87: 1, 11: 1, 103: 1, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 1, 54: 1, 90: 1, 142: 2, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339]",5352,75,0,False
4721,travel suggestion,o,42,True,False,True,"{119: 1, 91: 2, 112: 1, 33: 1, 32: 2, 73: 1, 15: 1, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 1, 25: 1, 44: 1, 76: 2, 34: 3, 39: 1, 109: 1, 12: 1, 55: 3, 20: 1, 65: 1, 42: 3, 14: 1, 7: 1, 127: 1, 5: 1, 117: 1, 126: 2, 100: 1, 86: 1, 87: 1, 11: 1, 103: 1, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 1, 54: 1, 90: 1, 142: 2, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339]",4721,75,0,False
1901,travel notification,travel notification,146,False,True,False,"{119: 1, 91: 2, 112: 1, 33: 1, 32: 2, 73: 1, 15: 1, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 1, 25: 1, 44: 1, 76: 2, 34: 3, 39: 1, 109: 1, 12: 1, 55: 3, 20: 1, 65: 1, 42: 3, 14: 1, 7: 1, 127: 1, 5: 1, 117: 1, 126: 2, 100: 1, 86: 1, 87: 1, 11: 1, 103: 1, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 1, 54: 1, 90: 1, 142: 2, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339]",1901,75,0,False
1717,make call,u,39,True,False,False,"{119: 1, 91: 2, 112: 1, 33: 1, 32: 2, 73: 1, 15: 1, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 1, 25: 1, 44: 1, 76: 2, 34: 3, 39: 1, 109: 1, 12: 1, 55: 3, 20: 1, 65: 1, 42: 3, 14: 1, 7: 1, 127: 1, 5: 1, 117: 1, 126: 2, 100: 1, 86: 1, 87: 1, 11: 1, 103: 1, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 1, 54: 1, 90: 1, 142: 2, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339]",1717,75,0,False
4036,gas,gas,110,False,True,False,"{119: 1, 91: 2, 112: 1, 33: 1, 32: 2, 73: 1, 15: 1, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 1, 25: 1, 44: 1, 76: 2, 34: 3, 39: 1, 109: 1, 12: 1, 55: 3, 20: 1, 65: 1, 42: 3, 14: 1, 7: 1, 127: 1, 5: 1, 117: 1, 126: 2, 100: 1, 86: 1, 87: 1, 11: 1, 103: 1, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 1, 54: 1, 90: 1, 142: 2, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339]",4036,75,0,False
5051,oos,o,42,True,True,False,"{119: 1, 91: 2, 112: 1, 33: 1, 32: 2, 73: 1, 15: 1, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 1, 25: 1, 44: 1, 76: 2, 34: 3, 39: 1, 109: 1, 12: 1, 55: 3, 20: 1, 65: 1, 42: 3, 14: 1, 7: 1, 127: 1, 5: 1, 117: 1, 126: 2, 100: 1, 86: 1, 87: 1, 11: 1, 103: 1, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 1, 54: 1, 90: 1, 142: 2, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339]",5051,75,0,False
1374,oil change when,oil change when,123,False,True,False,"{119: 1, 91: 2, 112: 1, 33: 1, 32: 2, 73: 1, 15: 1, 125: 1, 49: 1, 75: 1, 19: 1, 47: 1, 70: 3, 60: 1, 105: 1, 135: 1, 41: 2, 149: 1, 131: 1, 25: 1, 44: 1, 76: 2, 34: 3, 39: 1, 109: 1, 12: 1, 55: 3, 20: 1, 65: 1, 42: 3, 14: 1, 7: 1, 127: 1, 5: 1, 117: 1, 126: 2, 100: 1, 86: 1, 87: 1, 11: 1, 103: 1, 9: 1, 0: 1, 147: 2, 62: 1, 72: 1, 130: 2, 93: 1, 134: 1, 54: 1, 90: 1, 142: 2, 139: 1, 122: 1, 18: 1, 80: 1, 118: 1, 66: 1, 24: 1}","[12649, 12914, 3567, 14945, 14290, 4658, 7633, 4775, 3734, 2265, 11585, 508, 7972, 5063, 5831, 11668, 295, 14321, 6505, 9418, 7164, 14759, 793, 10722, 2921, 2640, 10268, 6400, 14820, 11810, 10162, 12166, 7765, 7795, 12759, 1093, 6728, 2789, 1775, 9478, 5447, 5401, 95, 1880, 3200, 6733, 11427, 1922, 10152, 1553, 13708, 13264, 14979, 13202, 9056, 9769, 2793, 2633, 3372, 5435, 11609, 13641, 12047, 13281, 10318, 3845, 7624, 10677, 14792, 4272, 2471, 5628, 7793, 8378, 9339]",1374,75,0,False
